Date,Total
29/10/2018,6595754.804743745
30/10/2018,5738062.032432046
31/10/2018,3932026.3028626903
01/11/2018,3912717.304380797
02/11/2018,3911408.3322081664
03/11/2018,3491550.8063175194
04/11/2018,4430767.696516321
05/11/2018,4109048.916203205
06/11/2018,4148805.6223183055
07/11/2018,4436008.5616906425
08/11/2018,4392574.099147935
09/11/2018,4196211.937788439
10/11/2018,4044371.349559087
11/11/2018,4173220.5346985
12/11/2018,4083018.2800852894
13/11/2018,4338027.861149177
14/11/2018,4275287.023157108
15/11/2018,3683607.212934048
16/11/2018,3916651.1743161054
17/11/2018,3777995.947506392
18/11/2018,3619613.832945538
19/11/2018,14168000.569595974
20/11/2018,2893450.185991122
21/11/2018,2213633.5610149843
22/11/2018,2817094.750602649
23/11/2018,4207919.9229699
24/11/2018,4248590.478669692
25/11/2018,3926654.3543608594
26/11/2018,4859024.010812268
27/11/2018,4683036.82827362
28/11/2018,5399337.852161679
29/11/2018,6207558.893628708
30/11/2018,6455300.051416293
01/12/2018,6418273.471890554
02/12/2018,7185037.4550205
03/12/2018,6513088.990389462
04/12/2018,5342216.730653428
05/12/2018,5198881.477089554
06/12/2018,3905165.973034941
07/12/2018,3399289.138018117
08/12/2018,3951932.885840852
09/12/2018,4274771.2178903725
10/12/2018,3323394.193954048
11/12/2018,3286046.381061485
12/12/2018,3364537.1324744206
13/12/2018,3517188.226052107
14/12/2018,3270664.5945166945
15/12/2018,2968926.242764621
16/12/2018,3311345.609404617
17/12/2018,3509572.913442962
18/12/2018,3970429.927894829
19/12/2018,4151531.364689832
20/12/2018,4145202.6528584207
21/12/2018,4601155.816102312
22/12/2018,5772900.459033346
23/12/2018,5870272.506672535
24/12/2018,6366065.2024052525
25/12/2018,7427365.098114182
26/12/2018,6906895.87363954
27/12/2018,7376259.088091446
28/12/2018,6671341.247841734
29/12/2018,7098851.385341186
30/12/2018,4149780.608405986
31/12/2018,3926019.838595932
01/01/2019,3802744.4195126975
02/01/2019,4008486.202578195
03/01/2019,5319595.670500583
04/01/2019,287433128.5227971
05/01/2019,302732506.8718975
06/01/2019,311853477.00517553
07/01/2019,300491956.2437919
08/01/2019,299339163.95934325
09/01/2019,292697944.26826245
10/01/2019,120442298.06590363
11/01/2019,257765163.23295367
12/01/2019,290802406.0846356
13/01/2019,257937842.19569623
14/01/2019,191629187.2589344
15/01/2019,261411391.56483355
16/01/2019,262961575.3823217
17/01/2019,267924884.56147435
18/01/2019,277660236.30422413
19/01/2019,244151380.72137105
20/01/2019,251644913.62315956
21/01/2019,248491097.97581267
22/01/2019,240708087.23616496
23/01/2019,235787788.93219325
24/01/2019,243494776.43368584
25/01/2019,241710177.2757858
26/01/2019,241907331.68931863
27/01/2019,245375349.536896
28/01/2019,239831642.31642425
29/01/2019,110993122.61774032
30/01/2019,218096824.3639101
31/01/2019,222703976.18375412
01/02/2019,228666577.293456
02/02/2019,227028959.39983705
03/02/2019,230013244.42430565
04/02/2019,230127295.9378305
05/02/2019,229430913.4747665
06/02/2019,231273136.93634823
07/02/2019,223333681.33795676
08/02/2019,228871906.91024545
09/02/2019,235167475.41750017
10/02/2019,261139320.4428468
11/02/2019,258554459.28182465
12/02/2019,264077880.78187472
13/02/2019,262141236.556776
14/02/2019,267761655.6839472
15/02/2019,264387498.15649843
16/02/2019,277093507.7550993
17/02/2019,268744333.0059008
18/02/2019,281574784.5909167
19/02/2019,305819125.38476026
20/02/2019,325278626.62136614
21/02/2019,322645926.65745336
22/02/2019,322273346.614266
23/02/2019,330720006.0007628
24/02/2019,332135495.6481179
25/02/2019,364416787.12223154
26/02/2019,309999343.6587829
27/02/2019,309159374.1769812
28/02/2019,312433597.4998663
01/03/2019,310014164.0740384
02/03/2019,314532262.8940216
03/03/2019,303624732.5909045
04/03/2019,305542360.40751946
05/03/2019,288680650.23027086
06/03/2019,295972789.9519362
07/03/2019,320109082.8384593
08/03/2019,322663486.904148
09/03/2019,314523730.42880887
10/03/2019,324473631.56400704
11/03/2019,313835747.59514207
12/03/2019,311112409.6367102
13/03/2019,312741396.2910412
14/03/2019,307100618.33724433
15/03/2019,310006836.6710088
16/03/2019,316214758.2558434
17/03/2019,335130994.63524073
18/03/2019,334848455.9778187
19/03/2019,330615127.3178428
20/03/2019,327731261.88633347
21/03/2019,328283472.3628491
22/03/2019,325443734.17795247
23/03/2019,317895424.7656529
24/03/2019,320257353.55701774
25/03/2019,321138288.81514347
26/03/2019,315561565.3663518
27/03/2019,312363436.9288936
28/03/2019,327529272.8552028
29/03/2019,321106178.209894
30/03/2019,330061621.6979298
31/03/2019,336188470.8135407
01/04/2019,333460244.3267265
02/04/2019,330978254.0738635
03/04/2019,361594750.8881396
04/04/2019,392932918.904597
05/04/2019,377869512.0719559
06/04/2019,387144014.8336203
07/04/2019,386408512.4427384
08/04/2019,397314868.4334596
09/04/2019,417345265.98988223
10/04/2019,416397449.8693546
11/04/2019,426381658.70677125
12/04/2019,390404226.9893799
13/04/2019,391764520.55139846
14/04/2019,384361169.3835396
15/04/2019,384943047.85696507
16/04/2019,388146901.675229
17/04/2019,378592405.4319822
18/04/2019,391870807.5557551
19/04/2019,398046174.8873968
20/04/2019,400802077.2143609
21/04/2019,394224277.3692632
22/04/2019,384047397.1321768
23/04/2019,391612123.2137605
24/04/2019,398974485.33263326
25/04/2019,374835374.4901254
26/04/2019,369675254.12445855
27/04/2019,353253273.28574306
28/04/2019,351397722.89795536
29/04/2019,355871415.80418
30/04/2019,345659531.1355442
01/05/2019,360859250.5830235
02/05/2019,367995032.8981264
03/05/2019,360919178.53992057
04/05/2019,369508006.4276264
05/05/2019,364541770.6821025
06/05/2019,365556204.754821
07/05/2019,366422292.3522039
08/05/2019,396594726.188732
09/05/2019,376392567.7180392
10/05/2019,377496114.9659524
11/05/2019,374509695.1614072
12/05/2019,403051737.051272
13/05/2019,407686685.1884569
14/05/2019,413872177.13646185
15/05/2019,442069802.7369385
16/05/2019,486740747.4420234
17/05/2019,492855168.506874
18/05/2019,457487191.037573
19/05/2019,467583199.6595952
20/05/2019,499545006.98608273
21/05/2019,489893173.3233308
22/05/2019,488358808.4208803
23/05/2019,487452839.16817707
24/05/2019,462332913.3971687
25/05/2019,487418847.4887676
26/05/2019,495186828.5037994
27/05/2019,477590554.8321922
28/05/2019,504416215.359149
29/05/2019,492147769.38892
30/05/2019,486895285.4139359
31/05/2019,506370688.6246059
01/06/2019,464900287.57859576
02/06/2019,490440184.8720728
03/06/2019,492316483.3400437
04/06/2019,480029529.039355
05/06/2019,449108423.47329104
06/06/2019,450802268.4994522
07/06/2019,454782474.9240576
08/06/2019,458402697.6616048
09/06/2019,459231885.58939016
10/06/2019,448830825.9416621
11/06/2019,450039861.44340205
12/06/2019,445448012.0656851
13/06/2019,462252033.90482265
14/06/2019,473704223.0260639
15/06/2019,471947873.18909305
16/06/2019,483324307.5478177
17/06/2019,496782843.6550849
18/06/2019,500753899.0872683
19/06/2019,492451210.35699135
20/06/2019,491959838.5535516
21/06/2019,492750196.8527457
22/06/2019,530113804.0549797
23/06/2019,559048628.670707
24/06/2019,557130390.978076
25/06/2019,558559670.1958811
26/06/2019,556981196.2640438
27/06/2019,582321118.5135982
28/06/2019,542317702.3824291
29/06/2019,534711011.642334
30/06/2019,530837844.3554748
01/07/2019,524027832.9805382
02/07/2019,516757057.3705252
03/07/2019,488986544.7436617
04/07/2019,518289037.5258144
05/07/2019,523478296.1343849
06/07/2019,522349436.3976079
07/07/2019,514099212.45787984
08/07/2019,521782532.26283073
09/07/2019,548619945.0941038
10/07/2019,553818430.3543414
11/07/2019,546426568.7038443
12/07/2019,491580759.0046503
13/07/2019,497840084.4312444
14/07/2019,480963477.8074839
15/07/2019,444131044.1080748
16/07/2019,443431779.9829999
17/07/2019,453116693.1213936
18/07/2019,432187195.10584486
19/07/2019,424182743.61372906
20/07/2019,424819651.7960192
21/07/2019,443007033.0216936
22/07/2019,476650084.6579555
23/07/2019,426811976.8232514
24/07/2019,400560139.4223694
25/07/2019,435689439.3627463
26/07/2019,416736740.53720623
27/07/2019,413794501.5597953
28/07/2019,400167620.4151223
29/07/2019,401701991.0465343
30/07/2019,400452929.9284897
31/07/2019,399934410.8755084
01/08/2019,408448444.6370115
02/08/2019,408498626.8895216
03/08/2019,419934152.866658
04/08/2019,425878731.2774916
05/08/2019,420913306.4644443
06/08/2019,443573112.6194986
07/08/2019,431085094.2933665
08/08/2019,429263646.7907497
09/08/2019,423599912.3338429
10/08/2019,426731448.58471125
11/08/2019,426826739.07264
12/08/2019,433190916.0747597
13/08/2019,436237066.4304518
14/08/2019,440607038.2311423
15/08/2019,439008344.4332918
16/08/2019,407528542.2665061
17/08/2019,407745818.8977176
18/08/2019,413126212.89329296
19/08/2019,416031742.4055453
20/08/2019,444642544.2839146
21/08/2019,439784982.9862086
22/08/2019,424737812.51533896
23/08/2019,423581430.6629265
24/08/2019,430004019.55945
25/08/2019,428278453.9198494
26/08/2019,430880628.2109283
27/08/2019,432524674.27502686
28/08/2019,425839853.3742223
29/08/2019,436695792.88732
30/08/2019,405559306.8084998
31/08/2019,416654692.7132914
01/09/2019,412283215.6371492
02/09/2019,412015990.00080407
03/09/2019,417855647.8977807
04/09/2019,431146020.1602227
05/09/2019,441265569.89444745
06/09/2019,428146129.3735086
07/09/2019,432653500.6102362
08/09/2019,419038441.7634702
09/09/2019,440831779.06075525
10/09/2019,444365772.50636345
11/09/2019,445425336.9490944
12/09/2019,440748361.2252428
13/09/2019,442855590.0292988
14/09/2019,448058504.4092042
15/09/2019,447662643.51840335
16/09/2019,466834224.5373145
17/09/2019,479616374.1773212
18/09/2019,493677031.91262096
19/09/2019,516413933.0106564
20/09/2019,511755631.2254308
21/09/2019,530294628.2715266
22/09/2019,526019297.7598072
23/09/2019,515842768.1240652
24/09/2019,512444031.8350586
25/09/2019,483098071.18184125
26/09/2019,423035092.6182171
27/09/2019,433728248.87965566
28/09/2019,438798959.2488173
29/09/2019,455802071.4644293
30/09/2019,447518494.0633437
01/10/2019,452169043.5717158
02/10/2019,466199992.9787944
03/10/2019,459534105.3511044
04/10/2019,460755696.2461691
05/10/2019,458425463.4807686
06/10/2019,457966119.9173319
07/10/2019,453518307.4785081
08/10/2019,456476117.94740295
09/10/2019,473870703.3994747
10/10/2019,484596373.9825142
11/10/2019,501809122.33710855
12/10/2019,492024137.5697512
13/10/2019,488756016.8481488
14/10/2019,485783196.6717771
15/10/2019,489041572.7549252
16/10/2019,492685979.7454194
17/10/2019,473007439.2170988
18/10/2019,480422179.03349
19/10/2019,478178444.65414
20/10/2019,480393265.7967736
21/10/2019,476807623.9849057
22/10/2019,485560835.1861218
23/10/2019,492873456.51445067
24/10/2019,509344456.3015146
25/10/2019,480895763.81825113
26/10/2019,500089501.7696305
27/10/2019,555751422.1140044
28/10/2019,573029079.3373059
29/10/2019,587041831.3342706
30/10/2019,599116999.8862451
31/10/2019,577322607.0434335
01/11/2019,548331715.9081863
02/11/2019,552348609.4008542
03/11/2019,554658280.5316907
04/11/2019,551649116.3834796
05/11/2019,591141719.8352393
06/11/2019,587964248.7490911
07/11/2019,589028133.9051173
08/11/2019,583520313.5087925
09/11/2019,594982874.0661777
10/11/2019,594585511.892165
11/11/2019,586610792.3015682
12/11/2019,589174288.971664
13/11/2019,603156893.4390646
14/11/2019,595694419.149373
15/11/2019,590232145.3095598
16/11/2019,578754782.5200763
17/11/2019,558311390.1755934
18/11/2019,588596767.9803085
19/11/2019,600987497.8073115
20/11/2019,588005468.0797474
21/11/2019,604585600.264298
22/11/2019,599783657.7651016
23/11/2019,562465652.9788469
24/11/2019,566625322.4498652
25/11/2019,571302317.3272448
26/11/2019,580979887.9023448
27/11/2019,605848068.6443304
28/11/2019,609617389.999598
29/11/2019,655753218.5234464
30/11/2019,637340608.3130741
01/12/2019,619475538.6075114
02/12/2019,602758910.5937157
03/12/2019,594710340.6415483
04/12/2019,616514222.7542596
05/12/2019,612561104.955777
06/12/2019,616152212.9090323
07/12/2019,609769769.319812
08/12/2019,610889767.7368364
09/12/2019,602971720.5959947
10/12/2019,629477537.4454516
11/12/2019,615429560.5599848
12/12/2019,601189786.7405111
13/12/2019,601685647.3928467
14/12/2019,613097081.398744
15/12/2019,604005295.1998779
16/12/2019,616835631.3905747
17/12/2019,617481952.0689795
18/12/2019,593778036.3654766
19/12/2019,557250098.5848641
20/12/2019,588757849.9642605
21/12/2019,591127126.6779754
22/12/2019,592546201.9259915
23/12/2019,599476007.4789555
24/12/2019,613267181.9723297
25/12/2019,599188583.8827733
26/12/2019,592871117.3146862
27/12/2019,590203281.8380185
28/12/2019,580878693.7968159
29/12/2019,593346741.7120594
30/12/2019,597207833.2835348
31/12/2019,609180173.3604492
01/01/2020,603193264.110253
02/01/2020,602696674.595545
03/01/2020,597189478.7647148
04/01/2020,605285263.6148069
05/01/2020,607193389.3083022
06/01/2020,610820377.0899861
07/01/2020,623859483.5890191
08/01/2020,611202041.4523634
09/01/2020,634092077.2937305
10/01/2020,590899599.305045
11/01/2020,588989461.2049358
12/01/2020,611958881.6861182
13/01/2020,594343570.8701394
14/01/2020,613840777.5799619
15/01/2020,649995610.9001166
16/01/2020,710958871.5112957
17/01/2020,690305023.4261403
18/01/2020,729728410.4839033
19/01/2020,717062859.6151856
20/01/2020,711006247.8700725
21/01/2020,684534287.3886905
22/01/2020,718185953.2023054
23/01/2020,715239754.3280133
24/01/2020,702516142.4353942
25/01/2020,693795277.2145189
26/01/2020,690250395.5241498
27/01/2020,697247985.6769241
28/01/2020,723137109.7286625
29/01/2020,754159027.0006591
30/01/2020,769031780.4693016
31/01/2020,770356016.1182946
01/02/2020,782063930.7593509
02/02/2020,793026243.8215157
03/02/2020,815100625.9930689
04/02/2020,803646231.7813978
05/02/2020,796408036.4956919
06/02/2020,829432954.0235932
07/02/2020,865209398.5346382
08/02/2020,894320609.8580701
09/02/2020,900680060.7864507
10/02/2020,901706966.8712966
11/02/2020,854683057.496357
12/02/2020,893047128.3024819
13/02/2020,972413588.820986
14/02/2020,997429324.7322674
15/02/2020,1028951914.7074664
16/02/2020,1047855796.638924
17/02/2020,1000728102.0579634
18/02/2020,947655420.8676316
19/02/2020,997092212.8293
20/02/2020,969968462.5494128
21/02/2020,878340547.0118585
22/02/2020,906593012.7632293
23/02/2020,769638319.8221917
24/02/2020,936686050.7742327
25/02/2020,942510617.7084486
26/02/2020,912446476.9997638
27/02/2020,831700978.356581
28/02/2020,823338348.7791102
29/02/2020,799079232.2321842
01/03/2020,821049791.8228183
02/03/2020,814223097.1995579
03/03/2020,805943194.2994295
04/03/2020,829866618.2770662
05/03/2020,812206214.7680482
06/03/2020,829487587.9171691
07/03/2020,842467463.603999
08/03/2020,857641829.1412413
09/03/2020,808841001.687719
10/03/2020,739899098.4273361
11/03/2020,741233144.6781144
12/03/2020,747884048.3045317
13/03/2020,523060961.7653933
14/03/2020,497072749.6802028
15/03/2020,497369774.1257056
16/03/2020,477007479.1161549
17/03/2020,404395491.84333575
18/03/2020,445560105.3014015
19/03/2020,439570895.5696151
20/03/2020,471596985.6691266
21/03/2020,529234451.3416894
22/03/2020,489531312.9350149
23/03/2020,482093502.9442306
24/03/2020,471261169.2948585
25/03/2020,512550111.4583018
26/03/2020,512944707.8989045
27/03/2020,519294699.0840045
28/03/2020,522573286.4227673
29/03/2020,509229192.12429625
30/03/2020,507491364.9834375
31/03/2020,519967586.08316034
01/04/2020,529739112.1732767
02/04/2020,534656355.0391381
03/04/2020,549645900.4185803
04/04/2020,577494743.033736
05/04/2020,567233321.7126766
06/04/2020,570348839.5113002
07/04/2020,592372164.5801032
08/04/2020,641343075.7001122
09/04/2020,628439126.1164047
10/04/2020,631326674.084261
11/04/2020,584527229.6001173
12/04/2020,589361858.0479058
13/04/2020,585655077.9412037
14/04/2020,580422725.0367336
15/04/2020,587438213.7745461
16/04/2020,674462401.3647125
17/04/2020,619001113.8125994
18/04/2020,626788068.3025731
19/04/2020,643065924.5945581
20/04/2020,674503078.9436791
21/04/2020,659074321.9274226
22/04/2020,640525237.6534387
23/04/2020,664132244.6704755
24/04/2020,675754436.2977152
25/04/2020,687993252.7801882
26/04/2020,698841141.2556486
27/04/2020,703406485.6838775
28/04/2020,711076110.0582199
29/04/2020,721792011.2022183
30/04/2020,767634529.5365633
01/05/2020,756431901.6782433
02/05/2020,770243841.7286012
03/05/2020,775188589.3715998
04/05/2020,790464318.4147946
05/05/2020,753256094.9838159
06/05/2020,755462512.1600109
07/05/2020,798780368.0911103
08/05/2020,780669065.4636886
09/05/2020,797777747.0180135
10/05/2020,802431631.1092477
11/05/2020,753853535.5467463
12/05/2020,730417170.0341575
13/05/2020,723829885.8920852
14/05/2020,735606550.7884884
15/05/2020,753874851.4563677
16/05/2020,741957946.4840535
17/05/2020,746323615.617378
18/05/2020,762574516.0519549
19/05/2020,779980055.6081185
20/05/2020,842291112.3248156
21/05/2020,855861220.4121634
22/05/2020,925045927.4149456
23/05/2020,933173661.7413996
24/05/2020,956862107.5440528
25/05/2020,1022748549.501655
26/05/2020,1003746080.2134504
27/05/2020,1005621446.1424692
28/05/2020,1014441443.0551592
29/05/2020,1001755500.8491286
30/05/2020,1031525578.557808
31/05/2020,1095063145.849383
01/06/2020,1110456381.712459
02/06/2020,1101537640.389876
03/06/2020,1135502441.8932524
04/06/2020,1126487239.0555158
05/06/2020,1139212544.8417387
06/06/2020,1152029922.1705182
07/06/2020,1157797672.3644242
08/06/2020,1145963654.6584055
09/06/2020,1163272103.4737997
10/06/2020,1158432715.410834
11/06/2020,1116349835.9691365
12/06/2020,1178684430.4545474
13/06/2020,1157228675.1570706
14/06/2020,1146261299.5625746
15/06/2020,965706850.0366936
16/06/2020,1110833085.4802427
17/06/2020,1224636929.9891396
18/06/2020,1308977738.5132327
19/06/2020,1408291020.6447866
20/06/2020,1492172633.2887409
21/06/2020,1610465321.8636403
22/06/2020,1685052624.899348
23/06/2020,1691612531.7468762
24/06/2020,1757563883.3033931
25/06/2020,1823719800.325501
26/06/2020,1837153661.478564
27/06/2020,1863915415.774399
28/06/2020,1883345199.6549733
29/06/2020,1862791202.0510056
30/06/2020,1877213604.7781727
01/07/2020,1846705115.861627
02/07/2020,1916114450.436103
03/07/2020,1974579797.55836
04/07/2020,2030828498.407956
05/07/2020,2052562414.6083755
06/07/2020,2074793556.7756612
07/07/2020,2188763571.4986897
08/07/2020,2190832517.6940093
09/07/2020,2329255501.2808685
10/07/2020,2326650819.491152
11/07/2020,2336253023.550759
12/07/2020,2374316430.640567
13/07/2020,2389948926.806178
14/07/2020,2411342093.109289
15/07/2020,2363443425.996208
16/07/2020,2404285663.821283
17/07/2020,2405339616.442335
18/07/2020,2518866264.765733
19/07/2020,2528667642.446909
20/07/2020,2743418577.568921
21/07/2020,2944164700.9037147
22/07/2020,3044477541.3482146
23/07/2020,3199896058.7662168
24/07/2020,3415468591.989756
25/07/2020,3468586075.992757
26/07/2020,3499466464.6442275
27/07/2020,3413387604.836041
28/07/2020,3383755457.1728463
29/07/2020,3394380562.494468
30/07/2020,3512083473.7016616
31/07/2020,3620563055.2496862
01/08/2020,3748821035.5406976
02/08/2020,3976785411.767738
03/08/2020,3874269152.060044
04/08/2020,4017253223.691959
05/08/2020,4060941645.650172
06/08/2020,4265431162.798773
07/08/2020,4203539098.1488023
08/08/2020,4266907021.614007
09/08/2020,4364033592.087104
10/08/2020,4463147541.432439
11/08/2020,4516317218.190313
12/08/2020,4449352763.507897
13/08/2020,4490574462.335855
14/08/2020,4707449199.130377
15/08/2020,5552989877.472203
16/08/2020,5897437315.784859
17/08/2020,5973272295.134365
18/08/2020,6215981565.51775
19/08/2020,6188717420.445372
20/08/2020,6233700497.201376
21/08/2020,6482940645.190183
22/08/2020,6377089437.805806
23/08/2020,6320368339.375687
24/08/2020,6387060887.576158
25/08/2020,6474117055.83269
26/08/2020,6754977929.658914
27/08/2020,6938084080.557774
28/08/2020,7069593921.438183
29/08/2020,7512908280.7543955
30/08/2020,7829083419.1229315
31/08/2020,8190409587.344832
01/09/2020,8416897989.550338
02/09/2020,9392341735.35267
03/09/2020,9248771404.850668
04/09/2020,8840422849.496895
05/09/2020,8774470755.543787
06/09/2020,7518840956.79629
07/09/2020,7779351047.526933
08/09/2020,7063081390.149474
09/09/2020,6951787813.199444
10/09/2020,7113460738.941529
11/09/2020,7766962036.868363
12/09/2020,7720733069.3233185
13/09/2020,7919135795.770135
14/09/2020,7715402934.2276945
15/09/2020,7847949240.884606
16/09/2020,7725124236.704321
17/09/2020,7520517011.018125
18/09/2020,8052909726.900956
19/09/2020,8519970394.042173
20/09/2020,9196593218.576292
21/09/2020,9376085400.00796
22/09/2020,8714828779.970219
23/09/2020,8750457061.11507
24/09/2020,8789848088.680912
25/09/2020,9109544717.328968
26/09/2020,9354616216.984743
27/09/2020,10293948114.686253
28/09/2020,10204476658.956888
29/09/2020,10321353182.190931
30/09/2020,10315099847.96716
01/10/2020,10134392687.091583
02/10/2020,10189295238.470844
03/10/2020,9737575006.7566
04/10/2020,9903179945.552671
05/10/2020,9881721137.41203
06/10/2020,9736036047.475737
07/10/2020,9307169211.70786
08/10/2020,9050140204.495998
09/10/2020,9294430969.194136
10/10/2020,9710313455.863068
11/10/2020,9859522062.83637
12/10/2020,9958279304.639654
13/10/2020,9978001973.79057
14/10/2020,10038921099.11194
15/10/2020,10038190284.763998
16/10/2020,9917922064.87234
17/10/2020,9732067915.94496
18/10/2020,9692987238.674765
19/10/2020,9803589310.923782
20/10/2020,9831418136.310274
21/10/2020,9581943440.379025
22/10/2020,9715727249.957796
23/10/2020,9911450126.146788
24/10/2020,9998327466.625313
25/10/2020,10115370615.035393
26/10/2020,10117805274.754896
27/10/2020,9835670127.130116
28/10/2020,9983556724.120407
29/10/2020,9898984471.28869
30/10/2020,9851385711.42184
31/10/2020,9689932667.4355
01/11/2020,9854321847.385046
02/11/2020,9864556194.533646
03/11/2020,9621004842.052113
04/11/2020,9566387724.296848
05/11/2020,9656163251.761156
06/11/2020,9865067926.280811
07/11/2020,10514636975.259577
08/11/2020,10500108155.77777
09/11/2020,10717236165.58526
10/11/2020,11194808412.67619
11/11/2020,11374092016.507875
12/11/2020,11815709397.041878
13/11/2020,11647603707.51166
14/11/2020,11977313256.775557
15/11/2020,11792683867.004965
16/11/2020,11836851395.62735
17/11/2020,11913540023.504911
18/11/2020,11679325492.266428
19/11/2020,11611650929.571892
20/11/2020,11591261252.163109
21/11/2020,12318327969.338234
22/11/2020,12414922560.965427
23/11/2020,12398620476.46898
24/11/2020,12565973177.472994
25/11/2020,12599940583.269764
26/11/2020,12388831137.148272
27/11/2020,11274836889.169504
28/11/2020,11181634874.118162
29/11/2020,11513580370.351768
30/11/2020,12111861298.917025
01/12/2020,12795987608.482924
02/12/2020,12724500680.520096
03/12/2020,12901111767.981264
04/12/2020,13194063626.127577
05/12/2020,12568319798.063906
06/12/2020,12933283345.352226
07/12/2020,13002297919.863264
08/12/2020,13078000666.158604
09/12/2020,12685104431.70456
10/12/2020,12664941727.585794
11/12/2020,12450643860.80926
12/12/2020,12164634989.935278
13/12/2020,12635041119.597853
14/12/2020,12981556275.512209
15/12/2020,12974986126.652256
16/12/2020,13265940662.180792
17/12/2020,13511920582.292835
18/12/2020,13963977279.460829
19/12/2020,13946979344.878496
20/12/2020,14370699944.390846
21/12/2020,14128754595.9979
22/12/2020,13659057159.387009
23/12/2020,13963658644.80104
24/12/2020,13857620782.7848
25/12/2020,13773685170.5255
26/12/2020,14387709887.722536
27/12/2020,14593625595.293713
28/12/2020,14618961853.011974
29/12/2020,15358429580.773657
30/12/2020,15480683661.061789
31/12/2020,15061320815.99395
01/01/2021,15308278945.123411
02/01/2021,15393496906.692251
03/01/2021,15839000462.966871
04/01/2021,17424681837.162834
05/01/2021,18249927805.576023
06/01/2021,20031885327.79757
07/01/2021,21417547204.7246
08/01/2021,21876955410.66509
09/01/2021,22324303920.00839
10/01/2021,22281448747.077297
11/01/2021,22440777560.76371
12/01/2021,20008836475.06598
13/01/2021,20262397173.05954
14/01/2021,21232414345.66423
15/01/2021,22232372294.00172
16/01/2021,21672978256.00257
17/01/2021,22473723731.704426
18/01/2021,22590296463.139008
19/01/2021,23071677387.59209
20/01/2021,24533456293.099205
21/01/2021,23617909833.866955
22/01/2021,21534663575.82324
23/01/2021,22788053604.29473
24/01/2021,23519491793.32225
25/01/2021,25461077837.3246
26/01/2021,25803195860.03586
27/01/2021,25484026352.90337
28/01/2021,24515384943.16721
29/01/2021,26017313466.606613
30/01/2021,27064199206.77016
31/01/2021,26998337524.493755
01/02/2021,26942114733.21388
02/02/2021,27512515278.07885
03/02/2021,28996953170.78457
04/02/2021,32564605169.956764
05/02/2021,33492188282.917747
06/02/2021,35789623075.111145
07/02/2021,35556321875.141136
08/02/2021,34828908937.80634
09/02/2021,37486773679.88004
10/02/2021,38994395470.87595
11/02/2021,40241977089.86846
12/02/2021,41491064832.3251
13/02/2021,42299258089.97156
14/02/2021,41593316435.19624
15/02/2021,42001997138.70825
16/02/2021,41590602189.55011
17/02/2021,42141014383.681526
18/02/2021,43064977476.36546
19/02/2021,44795111400.80923
20/02/2021,46348600072.48676
21/02/2021,48014135082.56573
22/02/2021,48447474621.82643
23/02/2021,45698307191.84838
24/02/2021,39714355142.22749
25/02/2021,43315810918.86569
26/02/2021,42498311962.39167
27/02/2021,37536737023.63707
28/02/2021,37985056069.96343
01/03/2021,39761766432.67146
02/03/2021,43143946924.59068
03/03/2021,43639970449.659935
04/03/2021,45760510261.07221
05/03/2021,45134410974.76988
06/03/2021,44293838069.61175
07/03/2021,45592218766.10452
08/03/2021,44447012916.36379
09/03/2021,45609398587.63278
10/03/2021,47894938293.87041
11/03/2021,48251354659.34855
12/03/2021,48900022167.73947
13/03/2021,50181234643.554375
14/03/2021,53344877188.44898
15/03/2021,52790014528.85881
16/03/2021,50744740810.94186
17/03/2021,51288673493.68816
18/03/2021,52182688941.455
19/03/2021,52743686785.58289
20/03/2021,53978433993.95805
21/03/2021,55653700743.74213
22/03/2021,53711987275.93456
23/03/2021,53326086112.61155
24/03/2021,51556763456.71953
25/03/2021,50877244367.57286
26/03/2021,49496126874.652405
27/03/2021,52176117244.85121
28/03/2021,52765093437.93723
29/03/2021,53482806822.885735
30/03/2021,56458734728.75812
31/03/2021,59175471170.55597
01/04/2021,59357975928.975945
02/04/2021,62096648805.257126
03/04/2021,64858789823.1235
04/04/2021,69922829212.79576
05/04/2021,71687242551.6367
06/04/2021,74742367336.44067
07/04/2021,75549432675.7346
08/04/2021,70970520515.28859
09/04/2021,73588506502.01982
10/04/2021,75963849832.45819
11/04/2021,77676818284.8876
12/04/2021,77721230131.88286
13/04/2021,78923091425.91539
14/04/2021,82477302418.44861
15/04/2021,87144906723.14917
16/04/2021,89127004691.99744
17/04/2021,89065233616.96455
18/04/2021,89425840950.0145
19/04/2021,81814634435.40144
20/04/2021,83294187641.19511
21/04/2021,84485740894.06387
22/04/2021,85210310868.27023
23/04/2021,87439442690.46503
24/04/2021,85573418210.5658
25/04/2021,84132148400.38197
26/04/2021,87603997396.34834
27/04/2021,95557825686.66284
28/04/2021,99063803868.65236
29/04/2021,101224540723.80045
30/04/2021,100229926229.43268
01/05/2021,102033962754.0166
02/05/2021,106276863320.25076
03/05/2021,105098741464.70624
04/05/2021,112724412933.19556
05/05/2021,113639508913.7401
06/05/2021,115718336921.78333
07/05/2021,118330085444.85423
08/05/2021,117396543827.1856
09/05/2021,120985075204.52246
10/05/2021,122784956164.34229
11/05/2021,122958731384.3848
12/05/2021,122458825261.4416
13/05/2021,121417876058.0108
14/05/2021,115681331486.1885
15/05/2021,119625530762.8977
16/05/2021,116197311192.07816
17/05/2021,114074934738.86302
